Asset;Ticker;Tipo_Operacao;Data_Abertura;Data_Fechamento;Quantidade_Abertura;Preco_Abertura;Quantidade_Fechamento;Preco_Fechamento;Tipo_Fechamento;PL_Realizado;Valor_Abertura;Valor_Fechamento;Dias_Posicao;Retorno_Percent
PETRG312;PETRG312;FECHAMENTO_SHORT;10/06/2025;17/06/2025;2000;1,44;2000;3,80;TOTAL;-4717,79;2874,78;7592,57;7;-164,11%
PETRG312;PETRG312;FECHAMENTO_SHORT;10/06/2025;17/06/2025;2000;1,44;2000;3,80;TOTAL;-4717,79;2874,78;7592,57;7;-164,11%
PETRG312;PETRG312;FECHAMENTO_SHORT;10/06/2025;17/06/2025;2000;1,44;2000;3,80;TOTAL;-4717,79;2874,78;7592,57;7;-164,11%
PETRG312;PETRG312;FECHAMENTO_SHORT;10/06/2025;17/06/2025;2000;1,45;1900;3,80;PARCIAL;-4462,94;2894,74;7212,94;7;-162,29%
PETRG312;PETRG312;FECHAMENTO_SHORT;10/06/2025;17/06/2025;100;1,45;100;3,76;TOTAL;-230,89;144,74;375,62;7;-159,52%
PETRG312;PETRG312;FECHAMENTO_SHORT;10/06/2025;17/06/2025;2000;1,45;900;3,76;PARCIAL;-2077,97;2894,74;3380,60;7;-159,52%
PETRG312;PETRG312;FECHAMENTO_SHORT;10/06/2025;17/06/2025;1100;1,45;1000;3,76;PARCIAL;-2308,85;1592,11;3756,22;7;-159,52%
PETRG312;PETRG312;FECHAMENTO_SHORT;10/06/2025;17/06/2025;100;1,45;100;3,76;TOTAL;-230,88;144,74;375,62;7;-159,52%
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;06/06/2025;;400;29,62;0;;;0,00;11847,81;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;06/06/2025;;1000;29,63;0;;;0,00;29629,54;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;06/06/2025;;100;29,63;0;;;0,00;2962,95;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;06/06/2025;;2500;29,59;0;;;0,00;73973,81;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;06/06/2025;;400;29,62;0;;;0,00;11847,81;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;06/06/2025;;1300;29,63;0;;;0,00;38518,40;;;
PETROBRAS PN;PETROBRAS PN EDJ N2 #2;ABERTURA_LONG;06/06/2025;;100;29,63;0;;;0,00;2962,95;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;06/06/2025;;1700;29,62;0;;;0,00;50353,21;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;06/06/2025;;2500;29,62;0;;;0,00;74048,83;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;200;30,08;0;;;0,00;6015,90;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;1000;30,08;0;;;0,00;30079,51;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;500;30,08;0;;;0,00;15039,76;;;
PETROBRAS PN;PETROBRAS PN EDJ N2 #2;ABERTURA_LONG;10/06/2025;;100;30,08;0;;;0,00;3007,95;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;2400;30,08;0;;;0,00;72190,83;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;100;30,08;0;;;0,00;3007,95;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;100;30,08;0;;;0,00;3007,95;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;200;30,06;0;;;0,00;6011,90;;;
PETROBRAS PN;PETROBRAS PN EDJ N2 #2;ABERTURA_LONG;10/06/2025;;100;30,08;0;;;0,00;3007,95;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;2000;30,06;0;;;0,00;60119,01;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;1200;30,08;0;;;0,00;36095,42;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;2500;30,09;0;;;0,00;75223,79;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;300;30,06;0;;;0,00;9017,85;;;
PETROBRAS PN;PETROBRAS PN EDJ N2 #2;ABERTURA_LONG;10/06/2025;;100;30,08;0;;;0,00;3007,95;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;800;30,08;0;;;0,00;24063,61;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;1200;30,08;0;;;0,00;36095,42;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;1000;30,09;0;;;0,00;30089,52;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;900;30,09;0;;;0,00;27080,57;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;2500;30,09;0;;;0,00;75223,79;;;
PETROBRAS PN;PETROBRAS PN EDJ N2 #2;ABERTURA_LONG;10/06/2025;;100;30,08;0;;;0,00;3007,95;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;100;30,08;0;;;0,00;3007,95;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;100;30,09;0;;;0,00;3008,95;;;
PETROBRAS PN;PETROBRAS PN EDJ N2;ABERTURA_LONG;10/06/2025;;100;30,09;0;;;0,00;3008,95;;;
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;400;29,62;100;32,98;PARCIAL;336,45;11847,81;3298,40;11;11,36%
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;300;29,62;100;32,98;PARCIAL;336,45;8885,86;3298,40;11;11,36%
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;200;29,62;100;32,98;PARCIAL;336,45;5923,90;3298,40;11;11,36%
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;100;29,62;100;32,98;TOTAL;336,45;2961,95;3298,40;11;11,36%
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;1000;29,63;1000;32,99;TOTAL;3364,47;29629,54;32994,01;11;11,36%
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;100;29,63;100;32,99;TOTAL;336,45;2962,95;3299,40;11;11,36%
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;2500;29,59;100;32,99;PARCIAL;340,45;73973,81;3299,40;11;11,51%
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;2400;29,59;100;32,98;PARCIAL;339,45;71014,86;3298,40;11;11,47%
PETROBRAS PN;PETROBRAS PN N2 #;FECHAMENTO_LONG;06/06/2025;17/06/2025;2300;29,59;100;32,98;PARCIAL;339,45;68055,91;3298,40;11;11,47%
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;2200;29,59;100;32,99;PARCIAL;340,45;65096,95;3299,40;11;11,51%
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;2100;29,59;100;32,98;PARCIAL;339,45;62138,00;3298,40;11;11,47%
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;2000;29,59;100;32,98;PARCIAL;339,45;59179,05;3298,40;11;11,47%
PETROBRAS PN;PETROBRAS PN N2;FECHAMENTO_LONG;06/06/2025;17/06/2025;1900;29,59;100;32,99;PARCIAL;340,45;56220,10;3299,40;11;11,51%
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;100;0,74;0;;;0,00;74,12;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;1300;0,75;0;;;0,00;976,62;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;1300;0,74;0;;;0,00;963,60;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;1100;0,75;0;;;0,00;826,37;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;100;0,74;0;;;0,00;74,12;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;1300;0,74;0;;;0,00;963,60;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;1300;0,74;0;;;0,00;963,60;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;100;0,75;0;;;0,00;75,12;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;2100;0,75;0;;;0,00;1577,61;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;9400;0,75;0;;;0,00;7061,69;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;5600;0,75;0;;;0,00;4206,97;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;100;0,75;0;;;0,00;75,12;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;1300;0,74;0;;;0,00;963,60;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;1300;0,74;0;;;0,00;963,60;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;1300;0,74;0;;;0,00;963,60;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;100;0,74;0;;;0,00;74,12;;;
PETRS342;PETRS342;ABERTURA_LONG;17/06/2025;;1300;0,74;0;;;0,00;963,60;;;
PETRG342;PETRG342;ABERTURA_SHORT;17/06/2025;;1000;1,36;0;;;0,00;1357,74;;;
PETRG342;PETRG342;ABERTURA_SHORT;17/06/2025;;1000;1,36;0;;;0,00;1357,74;;;
PETRG342;PETRG342;ABERTURA_SHORT;17/06/2025;;1000;1,36;0;;;0,00;1357,74;;;
PETRG342;PETRG342;ABERTURA_SHORT;17/06/2025;;1000;1,36;0;;;0,00;1357,74;;;
PETRG342;PETRG342;ABERTURA_SHORT;17/06/2025;;1000;1,36;0;;;0,00;1357,74;;;
PETRG342;PETRG342;ABERTURA_SHORT;17/06/2025;;1000;1,38;0;;;0,00;1377,71;;;
PETRG342;PETRG342;ABERTURA_SHORT;17/06/2025;;13500;1,38;0;;;0,00;18599,10;;;
PETRG342;PETRG342;ABERTURA_SHORT;17/06/2025;;1000;1,35;0;;;0,00;1347,76;;;
PETRG342;PETRG342;ABERTURA_SHORT;17/06/2025;;1000;1,36;0;;;0,00;1357,74;;;
